"","stateName","StateAbbrv","Year","OceanSector","Open_establishments","Open_employment","Open_wages","Open_rw","Open_GDP","Open_RealGDP","cpi_ref_year","GeoId","GeoName","GeoScale","OceanSect_Id","Establishments","Employment","Wages","GDP","RealGDP","noimpute_establishments","noimpute_employment","noimpute_wages","noimpute_GDP","noimpute_RealGDP"
"25","Delaware","DE",2024,"Living Resources",35,126,9244092,9244092.42692892,NA,NA,2024,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","Delaware","DE",2024,"Marine Construction",33,62,4101395,4101395,NA,NA,2024,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","Delaware","DE",2024,"Marine Transportation",148,13262,696741431,696741431,NA,NA,2024,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","Delaware","DE",2024,"Offshore Mineral Resources",15,8,533511,533511.694890946,NA,NA,2024,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","Delaware","DE",2024,"Ship and Boat Building",4,14,738179,738179,NA,NA,2024,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","Delaware","DE",2024,"Tourism and Recreation",1577,25856,691100064,691100064.858746,NA,NA,2024,NA,"Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","Florida","FL",2024,"Living Resources",921,7399,396737582,396737582.061383,NA,NA,2024,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Florida","FL",2024,"Marine Construction",1033,12956,1026944811,1026944811.56739,NA,NA,2024,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","Florida","FL",2024,"Marine Transportation",2002,126489,8874496187,8874496187.24273,NA,NA,2024,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","Florida","FL",2024,"Offshore Mineral Resources",377,2370,216814359,216814359.196842,NA,NA,2024,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","Florida","FL",2024,"Ship and Boat Building",579,14484,938911863,938911863,NA,NA,2024,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","Florida","FL",2024,"Tourism and Recreation",28643,509664,17464316253,17464316253.6798,NA,NA,2024,NA,"Florida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","Georgia","GA",2024,"Living Resources",35,1878,84002551,84002557.4498315,NA,NA,2024,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","Georgia","GA",2024,"Marine Construction",34,244,15850602,15850602.7177236,NA,NA,2024,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","Georgia","GA",2024,"Marine Transportation",177,9347,602538897,602538897.930874,NA,NA,2024,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","Georgia","GA",2024,"Offshore Mineral Resources",10,35,2803150,2803150.99227161,NA,NA,2024,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","Georgia","GA",2024,"Ship and Boat Building",39,1335,68669849,68669849,NA,NA,2024,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Georgia","GA",2024,"Tourism and Recreation",999,17166,503555554,503555554.712427,NA,NA,2024,NA,"Georgia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Hawaii","HI",2024,"Living Resources",160,1267,75513689,75513689.9091059,NA,NA,2024,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Hawaii","HI",2024,"Marine Construction",54,857,138795351,138795351,NA,NA,2024,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Hawaii","HI",2024,"Marine Transportation",126,2421,278702126,278702126.74108,NA,NA,2024,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Hawaii","HI",2024,"Offshore Mineral Resources",9,108,12753637,12753637.3756985,NA,NA,2024,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Hawaii","HI",2024,"Ship and Boat Building",25,7364,822413801,822413801,NA,NA,2024,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Hawaii","HI",2024,"Tourism and Recreation",5621,110686,5071513332,5071513332.77303,NA,NA,2024,NA,"Hawaii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Illinois","IL",2024,"Living Resources",79,1428,95772291,95772291.176641,NA,NA,2024,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Illinois","IL",2024,"Marine Construction",80,465,45472320,45472320,NA,NA,2024,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Illinois","IL",2024,"Marine Transportation",308,20187,1148367095,1148367095.20438,NA,NA,2024,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Illinois","IL",2024,"Offshore Mineral Resources",63,251,28011936,28011936.8102473,NA,NA,2024,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Illinois","IL",2024,"Ship and Boat Building",32,406,23413321,23413321,NA,NA,2024,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Illinois","IL",2024,"Tourism and Recreation",3625,66621,2361812497,2361812497.99127,NA,NA,2024,NA,"Illinois",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Indiana","IN",2024,"Living Resources",3,116,5727587,5727587.57400222,NA,NA,2024,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Indiana","IN",2024,"Marine Construction",26,352,34033177,34033177.5740152,NA,NA,2024,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Indiana","IN",2024,"Marine Transportation",40,2379,126879588,126879588,NA,NA,2024,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Indiana","IN",2024,"Offshore Mineral Resources",10,62,4976856,4976856.4252635,NA,NA,2024,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Indiana","IN",2024,"Ship and Boat Building",24,3156,216592705,216592705,NA,NA,2024,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Indiana","IN",2024,"Tourism and Recreation",354,6152,138175485,138175485.838145,NA,NA,2024,NA,"Indiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Louisiana","LA",2024,"Living Resources",280,3396,153384324,153384324.076696,NA,NA,2024,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Louisiana","LA",2024,"Marine Construction",165,5752,521330776,521330776.755672,NA,NA,2024,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Louisiana","LA",2024,"Marine Transportation",539,16449,1543216410,1543216410.22225,NA,NA,2024,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Louisiana","LA",2024,"Offshore Mineral Resources",485,13186,1641429480,1641429480.17715,NA,NA,2024,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Louisiana","LA",2024,"Ship and Boat Building",113,5030,382629529,382629529,NA,NA,2024,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Louisiana","LA",2024,"Tourism and Recreation",3590,51997,1555646503,1555646503.92773,NA,NA,2024,NA,"Louisiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Maine","ME",2024,"Living Resources",777,2881,156095451,156095451.495032,NA,NA,2024,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Maine","ME",2024,"Marine Construction",49,345,30523856,30523856.469434,NA,NA,2024,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","Maine","ME",2024,"Marine Transportation",67,2378,135177603,135177603.291972,NA,NA,2024,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","Maine","ME",2024,"Offshore Mineral Resources",12,50,3455798,3455798.19305277,NA,NA,2024,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","Maine","ME",2024,"Ship and Boat Building",75,14266,1256945360,1256945360,NA,NA,2024,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","Maine","ME",2024,"Tourism and Recreation",2913,37431,1323435544,1323435544.6075,NA,NA,2024,NA,"Maine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","Maryland","MD",2024,"Living Resources",181,2231,117909845,117909845.722016,NA,NA,2024,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","Maryland","MD",2024,"Marine Construction",123,1785,161893630,161893630.652146,NA,NA,2024,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","Maryland","MD",2024,"Marine Transportation",238,26510,1800408884,1800408884.9431,NA,NA,2024,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","Maryland","MD",2024,"Offshore Mineral Resources",58,477,42736305,42736305.716968,NA,NA,2024,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","Maryland","MD",2024,"Ship and Boat Building",70,1080,77970990,77970990,NA,NA,2024,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","Maryland","MD",2024,"Tourism and Recreation",4094,69698,2101989169,2101989169.35981,NA,NA,2024,NA,"Maryland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","Massachusetts","MA",2024,"Living Resources",628,7518,568268313,568268313.520516,NA,NA,2024,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","Massachusetts","MA",2024,"Marine Construction",111,910,102592148,102592148.577832,NA,NA,2024,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Massachusetts","MA",2024,"Marine Transportation",263,16027,1440789337,1440789337.16753,NA,NA,2024,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","Massachusetts","MA",2024,"Offshore Mineral Resources",42,286,26761791,26761791.4510304,NA,NA,2024,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","Massachusetts","MA",2024,"Tourism and Recreation",4967,86660,3295718317,3295718317.81481,NA,NA,2024,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","Michigan","MI",2024,"Living Resources",118,962,41823468,41823468.709599,NA,NA,2024,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","Michigan","MI",2024,"Marine Construction",120,771,69170805,69170805.7849447,NA,NA,2024,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","Michigan","MI",2024,"Marine Transportation",294,30606,1798627021,1798627021.51017,NA,NA,2024,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","Michigan","MI",2024,"Offshore Mineral Resources",143,1496,134261755,134261755.281846,NA,NA,2024,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","Michigan","MI",2024,"Ship and Boat Building",47,2126,140640522,140640522,NA,NA,2024,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","Michigan","MI",2024,"Tourism and Recreation",4473,68861,1785179652,1785179652.79126,NA,NA,2024,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","Minnesota","MN",2024,"Living Resources",7,718,39637810,39637853.4404431,NA,NA,2024,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","Minnesota","MN",2024,"Marine Construction",11,468,45123512,45123512.4668377,NA,NA,2024,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","Minnesota","MN",2024,"Marine Transportation",20,492,43196554,43196554.37996,NA,NA,2024,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","Minnesota","MN",2024,"Offshore Mineral Resources",6,8,762734,762734.255295493,NA,NA,2024,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Minnesota","MN",2024,"Ship and Boat Building",20,933,58838026,58838026,NA,NA,2024,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","Minnesota","MN",2024,"Tourism and Recreation",552,8061,196028741,196028741.165443,NA,NA,2024,NA,"Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","Mississippi","MS",2024,"Living Resources",38,3169,113398088,113398090.660024,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","Mississippi","MS",2024,"Marine Construction",21,118,8824551,8824551.68000508,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","Mississippi","MS",2024,"Marine Transportation",49,816,51663625,51663625,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Mississippi","MS",2024,"Offshore Mineral Resources",10,33,2555541,2555541.57007737,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","Mississippi","MS",2024,"Ship and Boat Building",32,12444,886251580,886251580,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","Mississippi","MS",2024,"Tourism and Recreation",1014,17097,365329563,365329563.068113,NA,NA,2024,NA,"Mississippi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","New Hampshire","NH",2024,"Living Resources",24,171,13815666,13815666,NA,NA,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","New Hampshire","NH",2024,"Marine Construction",9,70,7549135,7549135.69385566,NA,NA,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","New Hampshire","NH",2024,"Marine Transportation",43,2293,231325683,231325683.219178,NA,NA,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","New Hampshire","NH",2024,"Offshore Mineral Resources",13,73,6562478,6562478.4118312,NA,NA,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","New Hampshire","NH",2024,"Ship and Boat Building",8,93,5416455,5416455.47693474,NA,NA,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","New Hampshire","NH",2024,"Tourism and Recreation",456,7800,242182195,242182195.828554,NA,NA,2024,NA,"New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","New Jersey","NJ",2024,"Living Resources",218,2188,145763344,145763344.362407,NA,NA,2024,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","New Jersey","NJ",2024,"Marine Construction",132,2570,284439529,284439529.220838,NA,NA,2024,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","New Jersey","NJ",2024,"Marine Transportation",927,73954,4935569741,4935569741.47097,NA,NA,2024,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","New Jersey","NJ",2024,"Offshore Mineral Resources",68,824,75249501,75249501.8497035,NA,NA,2024,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","New Jersey","NJ",2024,"Ship and Boat Building",31,1858,137740993,137740993,NA,NA,2024,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","New Jersey","NJ",2024,"Tourism and Recreation",7945,108804,3459346930,3459346930.50617,NA,NA,2024,NA,"New Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","New York","NY",2024,"Living Resources",654,4588,253698878,253698878.800028,NA,NA,2024,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","New York","NY",2024,"Marine Construction",263,3712,458133252,458133252.467636,NA,NA,2024,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","New York","NY",2024,"Marine Transportation",754,33313,2199345069,2199345069.36749,NA,NA,2024,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","New York","NY",2024,"Offshore Mineral Resources",149,1429,152056219,152056219.341185,NA,NA,2024,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","New York","NY",2024,"Ship and Boat Building",41,678,69107445,69107445,NA,NA,2024,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","New York","NY",2024,"Tourism and Recreation",24109,359933,16273987625,16273987625.7751,NA,NA,2024,NA,"New York",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","North Carolina","NC",2024,"Living Resources",135,1866,69735879,69735880.0386282,NA,NA,2024,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","North Carolina","NC",2024,"Marine Construction",117,844,55558585,55558585.524419,NA,NA,2024,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","North Carolina","NC",2024,"Marine Transportation",84,1796,98591129,98591129.7873963,NA,NA,2024,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","North Carolina","NC",2024,"Offshore Mineral Resources",25,50,3149001,3149001.96726772,NA,NA,2024,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","North Carolina","NC",2024,"Ship and Boat Building",74,2428,145858217,145858217,NA,NA,2024,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","North Carolina","NC",2024,"Tourism and Recreation",3192,49661,1275062502,1275062502.23097,NA,NA,2024,NA,"North Carolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","Ohio","OH",2024,"Living Resources",25,404,21580440,21580441.3775973,NA,NA,2024,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","Ohio","OH",2024,"Marine Construction",51,731,68102806,68102806.242286,NA,NA,2024,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","Ohio","OH",2024,"Marine Transportation",230,20243,926775341,926775341.16394,NA,NA,2024,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","Ohio","OH",2024,"Offshore Mineral Resources",33,183,16040370,16040370.0341946,NA,NA,2024,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","Ohio","OH",2024,"Ship and Boat Building",20,306,20483170,20483170,NA,NA,2024,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","Ohio","OH",2024,"Tourism and Recreation",2524,41634,1015937104,1015937104.09455,NA,NA,2024,NA,"Ohio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","Oregon","OR",2024,"Living Resources",210,2219,117375189,117375190.525252,NA,NA,2024,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","Oregon","OR",2024,"Marine Construction",42,383,40620469,40620469.2961972,NA,NA,2024,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","Oregon","OR",2024,"Marine Transportation",188,9710,678716768,678716768.297445,NA,NA,2024,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","Oregon","OR",2024,"Offshore Mineral Resources",34,510,40346551,40346551.6429752,NA,NA,2024,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","Oregon","OR",2024,"Ship and Boat Building",55,1575,128839278,128839278,NA,NA,2024,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","Oregon","OR",2024,"Tourism and Recreation",2012,26139,831959370,831959370.601348,NA,NA,2024,NA,"Oregon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","Pennsylvania","PA",2024,"Living Resources",70,1474,69314517,69314517.1232617,NA,NA,2024,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","Pennsylvania","PA",2024,"Marine Construction",14,181,17873506,17873506.7497341,NA,NA,2024,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","Pennsylvania","PA",2024,"Marine Transportation",198,11665,746304626,746304626.435041,NA,NA,2024,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","Pennsylvania","PA",2024,"Offshore Mineral Resources",18,106,11673828,11673828.0369889,NA,NA,2024,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Pennsylvania","PA",2024,"Ship and Boat Building",18,1199,92530704,92530704,NA,NA,2024,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","Pennsylvania","PA",2024,"Tourism and Recreation",2403,34293,1086412122,1086412122.90558,NA,NA,2024,NA,"Pennsylvania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","Rhode Island","RI",2024,"Living Resources",100,547,37186687,37186687.2443391,NA,NA,2024,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Rhode Island","RI",2024,"Marine Construction",33,241,28239160,28239160,NA,NA,2024,NA,"Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
